-4760,-4760,-4760,-4760,6
-4805,4820,-4805,4820,4
-4770,-4770,-4760,-4760,3
-4755,-4755,-4755,-4755,5
-4755,-4755,-4755,-4755,92
-4760,-4760,-4750,-4750,506
-4750,-4750,-4750,-4750,1
-4750,-4750,-4750,-4750,400
-4750,-4750,-4750,-4750,90
-4750,-4750,-4750,-4750,2
-4750,-4750,-4750,-4750,1
-4755,-4755,-4755,-4755,421
-4755,-4755,-4755,-4755,500
-4745,-4745,-4745,-4745,1
-4740,-4740,-4710,-4710,450
-4750,-4750,-4750,-4750,1
-4740,-4750,-4740,-4750,10
-4745,-4745,-4735,-4735,427
-4735,-4735,-4735,-4735,1
-4735,-4740,-4735,-4740,500
-4740,-4740,-4740,-4740,500
-4740,-4740,-4740,-4740,1
-4740,-4740,-4740,-4740,59
-4750,-4750,-4750,-4750,40
-4755,-4790,-4755,-4790,10
-4790,-4805,-4790,-4805,5
-4770,-4770,-4770,-4770,420
-4805,-4805,-4805,-4805,1
-4760,-4760,-4755,-4755,423
-4755,-4755,-4755,-4755,100
-4755,-4755,-4755,-4755,143
-4755,-4755,-4755,-4755,334
-4755,-4755,-4755,-4755,110
-4755,-4755,-4755,-4755,1890
-4790,-4790,-4790,-4790,8
-4790,-4805,-4790,-4805,3
-4755,-4755,-4745,-4745,93
-4745,-4745,-4740,-4740,100
-4785,-4785,-4785,-4785,1
-4790,-4795,-4790,-4795,2
-4790,-4800,-4780,-4800,150
-4800,-4800,-4800,-4800,16
-4800,-4800,-4800,-4800,2
-4800,-4800,-4800,-4800,5
-4760,-4760,-4760,-4760,1
4800,4800,4800,4800,3
-4770,-4770,-4740,-4740,200
-4770,-4770,-4770,-4770,1000
-4770,-4770,-4770,-4770,66
-4785,4835,-4785,4835,11
4835,4865,4835,4865,13
4820,4820,4820,4820,1
4815,4815,4805,4805,3
4800,4800,4800,4800,1
4815,4815,4815,4815,1
-4795,-4795,-4785,-4785,421
-4785,-4785,-4785,-4785,1
-4785,-4785,-4785,-4785,20
-4785,-4785,-4785,-4785,10
-4780,-4780,-4760,-4760,180
-4755,-4755,-4735,-4735,430
-4765,-4765,-4765,-4765,9
-4735,-4735,-4735,-4735,15
-4730,-4730,-4725,-4725,13
-4765,-4765,-4765,-4765,1
-4765,-4765,-4765,-4765,89
-4730,-4730,-4730,-4730,10
-4725,-4725,-4725,-4725,79
-4730,-4730,-4730,-4730,49
-4745,-4745,-4745,-4745,1
-4755,-4755,-4755,-4755,33
4755,4755,4755,4755,5
4755,4755,4755,4755,49
4755,4755,4755,4755,10
-4720,-4720,-4700,-4700,111
-4695,-4695,-4665,-4665,30
-4670,-4670,-4665,-4665,400
-4665,-4665,-4650,-4650,68
-4645,-4645,-4645,-4645,1
-4645,-4645,-4645,-4645,1
-4645,-4655,-4645,-4655,230
-4685,-4685,-4685,-4685,427
-4680,-4680,-4680,-4680,428
-4690,-4690,-4690,-4690,31
-4695,-4705,-4695,-4705,3
-4710,-4710,-4710,-4710,17
-4700,-4700,-4680,-4680,138
-4665,-4665,-4645,-4645,720
-4645,-4645,-4645,-4645,98
-4645,-4705,-4645,-4705,40
-4660,-4660,-4645,-4645,464
-4640,-4640,-4625,-4625,236
-4625,-4625,-4620,-4620,200
-4650,-4650,-4650,-4650,135
-4650,-4650,-4650,-4650,229
-4655,-4655,-4655,-4655,81
-4625,-4625,-4620,-4620,71
-4645,-4645,-4645,-4645,5
-4645,-4645,-4645,-4645,1
-4645,-4645,-4645,-4645,13
-4645,-4645,-4645,-4645,20
-4645,-4650,-4645,-4650,20
-4620,-4620,-4620,-4620,100
-4640,-4640,-4640,-4640,95
-4620,-4620,-4620,-4620,60
-4620,-4620,-4620,-4620,75
-4650,-4710,-4650,-4710,87
-4700,-4700,-4700,-4700,1
-4685,-4695,-4685,-4695,429
-4700,-4700,-4700,-4700,1
-4695,-4695,-4695,-4695,8
-4695,-4695,-4695,-4695,2
-4690,-4690,-4670,-4670,500
-4660,-4660,-4650,-4650,530
-4645,-4645,-4635,-4635,300
-4675,-4675,-4675,-4675,5
-4675,-4675,-4675,-4675,2
-4655,-4655,-4655,-4655,1
-4670,-4670,-4670,-4670,1812
-4680,-4680,-4680,-4680,1
-4685,-4690,-4685,-4690,2
-4685,-4685,-4665,-4665,97
-4685,-4695,-4685,-4695,180
-4665,-4665,-4660,-4660,482
-4695,-4695,-4695,-4695,1
-4680,-4680,-4680,-4680,2
-4655,-4655,-4645,-4645,200
-4680,-4705,-4680,-4705,6
-4670,-4670,-4670,-4670,100
-4660,-4660,-4650,-4650,200
-4650,-4650,-4650,-4650,13
-4645,-4645,-4645,-4645,1
-4640,-4640,-4640,-4640,1
-4635,-4635,-4635,-4635,131
-4630,-4630,-4630,-4630,1
-4635,-4635,-4635,-4635,19
-4640,-4640,-4640,-4640,500
-4640,-4650,-4640,-4650,1500
-4645,-4650,-4645,-4650,500
-4650,-4650,-4650,-4650,197
-4675,-4700,-4675,-4700,6
-4695,-4695,-4695,-4695,5
-4655,-4655,-4640,-4640,19
-4685,-4690,-4685,-4690,2
-4690,-4690,-4690,-4690,101
4690,4690,4690,4690,1
4690,4695,4690,4695,6
4690,4690,4690,4690,225
4690,4690,-4670,-4670,350
-4670,-4670,-4670,-4670,2
-4670,-4670,-4670,-4670,10
-4650,-4650,-4640,-4640,10
-4640,-4640,-4640,-4640,93
-4640,-4640,-4640,-4640,100
-4640,-4640,-4640,-4640,500
-4640,-4640,-4640,-4640,50
-4640,-4640,-4640,-4640,20
-4640,-4645,-4640,-4645,666
-4660,4715,-4660,4715,25
-4680,-4680,-4680,-4680,428
4690,4690,4690,4690,427
4690,4690,4690,4690,280
4690,4690,-4680,-4680,460
-4680,-4680,-4660,-4660,440
-4675,-4675,-4675,-4675,1
-4655,-4655,-4655,-4655,11
-4655,-4655,-4655,-4655,10
-4655,-4655,-4655,-4655,2
-4650,-4650,-4645,-4645,50
-4645,-4645,-4645,-4645,40
-4645,-4645,-4645,-4645,2
4665,4665,4665,4665,1
-4640,-4640,-4625,-4625,500
4650,4650,4650,4650,1
-4630,-4630,-4620,-4620,71
4650,4650,4650,4650,100
4665,4665,4665,4665,1
4670,4670,4670,4670,1
4675,4685,4675,4685,3
4685,4685,4665,4665,394
4685,4685,4685,4685,150
4685,4685,4685,4685,29
4660,4660,4660,4660,1
